title,video_link,img_link,play_time,hits,updated_time
Orlando Magic's Top 15 Plays of the 2016-2017 NBA Season,https://www.youtube.com/watch?v=MIcXcZvu5Gk,https://i.ytimg.com/vi/MIcXcZvu5Gk/hqdefault.jpg?sqp=-oaymwEWCMQBEG5IWvKriqkDCQgBFQAAiEIYAQ==&rs=AOn4CLDI_mUgxy5dN-I2dBsS8YhlL7aIsg,3:24,"14,708",'7__ _
Isaiah Thomas' Top 10 Plays of the 2016-2017 NBA Season,https://www.youtube.com/watch?v=3mUNX086R50,https://i.ytimg.com/vi/3mUNX086R50/hqdefault.jpg?sqp=-oaymwEWCMQBEG5IWvKriqkDCQgBFQAAiEIYAQ==&rs=AOn4CLB-53k_UbNpGC35bjumAwQfsqABBQ,2:54,44908,12__ _
