"title","video_link","img_link","play_time","hits_num","updated_time"
el Embiid,13시간 전,https://i.ytimg.com/vi/39pqgVhgP-o/hqdefault.jpg?sqp=-oaymwEWCMQBEG5IWvKriqkDCQgBFQAAiEIYAQ==&rs=AOn4CLBdYqt7KP_cJc5sLg91fQ4TcPYUMA,3:06
16946,https://www.youtube.com/watch?v=NzEukiA0MEA,Around Town with Jaylen Brown,16시간 전,https://i.ytimg.com/vi/NzEukiA0MEA/hqdefault.jpg?sqp=-oaymwEWCMQBEG5IWvKriqkDCQgBFQAAiEIYAQ==&rs=AOn4CLDh4Yn2ney-S8TeetLtPnBgiutBDQ,2:00
24257,https://www.youtube.com/watch?v=xFMaPhHJvm0,Kemba Walker's Top 10 Plays of the 2016-2017 NBA Season,18시간 전,https://i.ytimg.com/vi/xFMaPhHJvm0/hqdefault.jpg?sqp=-oaymwEWCMQBEG5IWvKriqkDCQgBFQAAiEIYAQ==&rs=AOn4CLCnmxIxDJYT_CkVodbcBqE_nLyeQA,2:12
85884,https://www.youtube.com/watch?v=8iWM7o0RH90,Top 10 Circus Shots of the 2017 NBA Season,21시간 전,https://i.ytimg.com/vi/8iWM7o0RH90/hqdefault.jpg?sqp=-oaymwEWCMQBEG5IWvKriqkDCQgBFQAAiEIYAQ==&rs=AOn4CLCGmr7d6UBkZ4ADeqMuFpEJCYe5fg,2:54
40258,https://www.youtube.com/watch?v=MIcXcZvu5Gk,Orlando Magic's Top 15 Plays of the 2016-2017 NBA Season,1일 전,https://i.ytimg.com/vi/MIcXcZvu5Gk/hqdefault.jpg?sqp=-oaymwEWCMQBEG5IWvKriqkDCQgBFQAAiEIYAQ==&rs=AOn4CLDI_mUgxy5dN-I2dBsS8YhlL7aIsg,3:24
69644,https://www.youtube.com/watch?v=3mUNX086R50,Isaiah Thomas' Top 10 Plays of the 2016-2017 NBA Season,1일 전,https://i.ytimg.com/vi/3mUNX086R50/hqdefault.jpg?sqp=-oaymwEWCMQBEG5IWvKriqkDCQgBFQAAiEIYAQ==&rs=AOn4CLB-53k_UbNpGC35bjumAwQfsqABBQ,2:54
165768,https://www.youtube.com/watch?v=-NTIIGo1W6Y,The Best 3-Pointers from the 2016-2017 NBA Season,1일 전,https://i.ytimg.com/vi/-NTIIGo1W6Y/hqdefault.jpg?sqp=-oaymwEWCMQBEG5IWvKriqkDCQgBFQAAiEIYAQ==&rs=AOn4CLBfW-Wqq_HuIVxJDk2veiSkDvgleg,15:34
121320,https://www.youtube.com/watch?v=vPJyzyvAU-A,Stephen Curry's INSANE 2016-2017 NBA Mixtape,1일 전,https://i.ytimg.com/vi/vPJyzyvAU-A/hqdefault.jpg?sqp=-oaymwEWCMQBEG5IWvKriqkDCQgBFQAAiEIYAQ==&rs=AOn4CLAdFLDYDHUKsux6-oTcxJwRGffXVg,5:24
32700,https://www.youtube.com/watch?v=jq7kgu98OQo,Brooklyn Nets' Top 10 Plays of the 2016-2017 NBA Season,2일 전,https://i.ytimg.com/vi/jq7kgu98OQo/hqdefault.jpg?sqp=-oaymwEWCMQBEG5IWvKriqkDCQgBFQAAiEIYAQ==&rs=AOn4CLCq-e0sBLuHC5AUwPeL9MIhbyzmYQ,3:06
56629,https://www.youtube.com/watch?v=5xHoYnuMLZQ,The Dream Team Scrimmages Against Chris Webber and the 1992 Select Team,2일 전,https://i.ytimg.com/vi/5xHoYnuMLZQ/hqdefault.jpg?sqp=-oaymwEWCMQBEG5IWvKriqkDCQgBFQAAiEIYAQ==&rs=AOn4CLAgv2fTbD0k1HyVIpUieeZOtNtWjQ,5:30
13682,https://www.youtube.com/watch?v=EBWumH0571Y,Kristaps and Ros Visit The Lion Park,2일 전,https://i.ytimg.com/vi/EBWumH0571Y/hqdefault.jpg?sqp=-oaymwEWCMQBEG5IWvKriqkDCQgBFQAAiEIYAQ==&rs=AOn4CLD9o33kCekGmFogzzfsjtbh9pvQEA,1:12
59947,https://www.youtube.com/watch?v=1FBwSO_1Mb8,"Michael Jordan, Magic Johnson's Squad Compete in Dream Team Scrimmage",2일 전,https://i.ytimg.com/vi/1FBwSO_1Mb8/hqdefault.jpg?sqp=-oaymwEWCMQBEG5IWvKriqkDCQgBFQAAiEIYAQ==&rs=AOn4CLDptdIxz5POhC2Jku350UZujo-beQ,4:03
36327,https://www.youtube.com/watch?v=OKTZjZcvq-M,Draymond Green Reflects On The Dream Team's 25th Anniversary,2일 전,https://i.ytimg.com/vi/OKTZjZcvq-M/hqdefault.jpg?sqp=-oaymwEWCMQBEG5IWvKriqkDCQgBFQAAiEIYAQ==&rs=AOn4CLCrI0yswHx6s1tiyM0oxyQsPhSmzA,2:32
135993,https://www.youtube.com/watch?v=eeoeSRprXLo,LeBron James' Top 10 Plays of the 2016-2017 NBA Season,2일 전,https://i.ytimg.com/vi/eeoeSRprXLo/hqdefault.jpg?sqp=-oaymwEWCMQBEG5IWvKriqkDCQgBFQAAiEIYAQ==&rs=AOn4CLBRvJNViF64iuQp6rCxRJkIAIZsGw,2:57
56056,https://www.youtube.com/watch?v=poBJfpN_3WM,Miami Heat's Top 10 Plays of the 2016-2017 NBA Season,3일 전,https://i.ytimg.com/vi/poBJfpN_3WM/hqdefault.jpg?sqp=-oaymwEWCMQBEG5IWvKriqkDCQgBFQAAiEIYAQ==&rs=AOn4CLCisB4CnfDRJjD2UvLRlENNtRJsYA,2:27
101458,https://www.youtube.com/watch?v=yM0VqUAcxyo,New York Knicks' Top 10 Plays of the 2016-2017 NBA Season,3일 전,https://i.ytimg.com/vi/yM0VqUAcxyo/hqdefault.jpg?sqp=-oaymwEWCMQBEG5IWvKriqkDCQgBFQAAiEIYAQ==&rs=AOn4CLDodUwjsNZI64jJiq51jR_uqLOC2A,3:22
23165,https://www.youtube.com/watch?v=rWGH9k9-rl8,All-Access: NBA Africa Game 2017,4일 전,https://i.ytimg.com/vi/rWGH9k9-rl8/hqdefault.jpg?sqp=-oaymwEWCMQBEG5IWvKriqkDCQgBFQAAiEIYAQ==&rs=AOn4CLDKiXcLsHzeRahogjrKEcBM1_Xopw,2:27
37907,https://www.youtube.com/watch?v=dQO7Qf8uUVw,Charlotte Hornets' Top 10 Plays of the 2016-2017 NBA Season,5일 전,https://i.ytimg.com/vi/dQO7Qf8uUVw/hqdefault.jpg?sqp=-oaymwEWCMQBEG5IWvKriqkDCQgBFQAAiEIYAQ==&rs=AOn4CLDeiLQ84DG8wvrasH5HFAUuxmZ45g,2:16
45098,https://www.youtube.com/watch?v=fRNnNUDN6i0,Top 5 Plays of the Day: NBA Africa Game 2017,5일 전,https://i.ytimg.com/vi/fRNnNUDN6i0/hqdefault.jpg?sqp=-oaymwEWCMQBEG5IWvKriqkDCQgBFQAAiEIYAQ==&rs=AOn4CLBbayFJ4pesqyWTelbQajLhKFXjDQ,0:50
21027,https://www.youtube.com/watch?v=o-CDN8zC4As,Best of Team Africa From NBA Africa Game 2017,5일 전,https://i.ytimg.com/vi/o-CDN8zC4As/hqdefault.jpg?sqp=-oaymwEWCMQBEG5IWvKriqkDCQgBFQAAiEIYAQ==&rs=AOn4CLASOV3g-xYzeuMkVxgaHndIJljoWQ,4:02
27895,https://www.youtube.com/watch?v=-E2vD1DWO1A,Best of Team World from NBA Africa Game 2017,5일 전,https://i.ytimg.com/vi/-E2vD1DWO1A/hqdefault.jpg?sqp=-oaymwEWCMQBEG5IWvKriqkDCQgBFQAAiEIYAQ==&rs=AOn4CLCGbzRBKYLUwYzk1ZcEHul6YP7zuQ,4:16
12614,https://www.youtube.com/watch?v=j9xafW3fFCY,NBA Africa Game 2017 Charity Moment,5일 전,https://i.ytimg.com/vi/j9xafW3fFCY/hqdefault.jpg?sqp=-oaymwEWCMQBEG5IWvKriqkDCQgBFQAAiEIYAQ==&rs=AOn4CLDDj6VOYDyGjBpyUpRLM9OMGywxpA,7:34
13025,https://www.youtube.com/watch?v=-WMU4m_XMh4,NBA Africa MVP Victor Oladipo Postgame Interview with Chiney Ogwumike,5일 전,https://i.ytimg.com/vi/-WMU4m_XMh4/hqdefault.jpg?sqp=-oaymwEWCMQBEG5IWvKriqkDCQgBFQAAiEIYAQ==&rs=AOn4CLDR8MZer2eaTbwxYgU0ffuyap9CKA,1:22
15539,https://www.youtube.com/watch?v=bMsc058Z3pU,Best of NBA Africa Game 2017 MVP Victor Oladipo,5일 전,https://i.ytimg.com/vi/bMsc058Z3pU/hqdefault.jpg?sqp=-oaymwEWCMQBEG5IWvKriqkDCQgBFQAAiEIYAQ==&rs=AOn4CLBL20UaWucQoJhEt-d_eQghL1LBFg,2:35
239841,https://www.youtube.com/watch?v=y7pcbTbocnc,"Full Highlights: Team World vs Team Africa, NBA Africa Game 2017",5일 전,https://i.ytimg.com/vi/y7pcbTbocnc/hqdefault.jpg?sqp=-oaymwEWCMQBEG5IWvKriqkDCQgBFQAAiEIYAQ==&rs=AOn4CLC5vgqCXA0D5-vqHOrZhPeKN2c1zg,11:01
51661,https://www.youtube.com/watch?v=zwVtET5UD5w,NBA Africa Game 2017: Team World and Team Africa Introductions,5일 전,https://i.ytimg.com/vi/zwVtET5UD5w/hqdefault.jpg?sqp=-oaymwEWCMQBEG5IWvKriqkDCQgBFQAAiEIYAQ==&rs=AOn4CLBGysIOu9SJT9JYWCHW8vcQnXQLNQ,4:38
6215,https://www.youtube.com/watch?v=WK571z8w6CM,Oladipo and Mudiay Visit Brammfontein,5일 전,https://i.ytimg.com/vi/WK571z8w6CM/hqdefault.jpg?sqp=-oaymwEWCMQBEG5IWvKriqkDCQgBFQAAiEIYAQ==&rs=AOn4CLAp0ArgBS2lH52dBIil7zPbrbWVHQ,1:52
6709,https://www.youtube.com/watch?v=D7rDk9ykCmk,All-Access: SOS Children’s Village,5일 전,https://i.ytimg.com/vi/D7rDk9ykCmk/hqdefault.jpg?sqp=-oaymwEWCMQBEG5IWvKriqkDCQgBFQAAiEIYAQ==&rs=AOn4CLCa5RmrOhpbQonhcoe6RIh5RuGurQ,1:59
